OMICS_ICL103_Mock_18hr_Protein_1_067,OMICS_ICL103_Mock_18hr_Protein_2_098,OMICS_ICL103_Mock_18hr_Protein_3_050,OMICS_ICL103_Mock_18hr_Protein_4_116,OMICS_ICL103_Mock_18hr_Protein_4_116.1,OMICS_ICL103_Mock_18hr_Protein_5_023,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
ST13P4,23.913468750745984,23.627839489237978,23.63634608712946,24.427043229407545,23.543947501378188,24.687739893952095,24.903472554673304,24.708812396631473,24.014016962435036,24.024150633643806
STAT1,21.308608088552234,21.254213026197206,21.013518336144116,21.35317972747653,21.387538662294766,21.642940619156427,21.23052509151812,20.98202011604674,21.016576896358632,20.825605134886768
STAU1,20.69598365493465,20.20469498790702,20.34937228673237,19.770827992726737,21.151737829904015,20.165907130001756,19.190133650037602,19.998699476181542,19.75839800192321,19.95651116902825
STIM1,19.69033732748718,18.500601574252745,19.68570936846678,19.7164838684372,20.004776275618607,19.898651490585134,20.2922763689393,19.133890125995904,19.027326646861997,20.66102467779355
STIM2,21.095329611455114,20.51363765769121,20.43475130953536,20.305352428456164,20.14921889527118,21.113758023947977,20.08872242970187,20.695894557998592,20.412689885107834,19.642309335811742
STIP1,23.800202817550517,23.73995965561009,24.442549026511404,24.14989925964583,24.224973199028742,23.428907509399213,23.814742504031926,23.98678823465393,24.060863247248324,24.21669744618259
STK39,20.784240050019243,20.391767113656126,20.845237948674992,20.759452626054607,21.31615177050133,19.78016345073568,20.27905694843176,20.937896312385703,20.570988418585884,20.742704029948698
STK3,19.605180140260313,19.36096672353309,19.32904580665138,18.76335565802352,19.375791171618022,19.086749400427752,18.325379725052812,18.57747297463063,19.018356473869865,19.643243308992645
STOML2,22.53281195188677,22.422959846674217,22.45327805944463,21.952810286517987,22.862996610056996,22.462310574883567,22.0970448899814,21.981923834479026,22.201182280187822,21.812657795610583
STRAP,21.331954451909084,21.6990437193554,22.14595304900939,21.67935075762913,21.59368013375144,21.39445901804253,21.786104351647733,21.394600055858785,21.46740791491893,21.42149388274617
STRBP,22.205346336870196,22.52796454556304,23.026426270295094,23.310194339302868,22.411008394032724,23.14093446421983,22.89927720686153,22.665998515404052,23.16894934613299,22.802129963730273
STT3B,21.4490616715511,21.1617595075951,21.601248932082164,20.633723607455394,21.103737658805684,20.79882314946923,20.730734949976696,21.65742742813064,21.409831853479623,20.879347710491633
SUCLG1,22.879669780017913,22.987215406443262,22.72405623792876,22.89649445831578,22.995791767346677,22.379477584959687,22.963913329565894,22.944041213884375,23.05346325936685,23.15999407320231
SUCLG2,22.5224859416674,22.105068053257973,22.435502592390826,22.504164648514966,22.167833722806314,22.397754927213043,22.666646106358073,22.458464658612677,22.34754274538412,22.656435107228905
SUMO2,25.947999936817126,25.2981037358744,25.60587013132609,24.811941919559214,24.97519409205902,24.909872141672444,25.168244399567424,26.354787856092074,26.082828486066862,25.48169010738662
SUMO3,25.947999936817126,25.49040172265116,25.60587013132609,24.811941919559214,24.97519409205902,24.804532898409718,25.168244399567424,26.232931233768138,26.082828486066862,25.48169010738662
SUN1,25.49347153094797,25.61683157886601,24.91501233815669,24.811941919559214,24.98575721725487,24.15393163915722,25.168244399567424,25.204442496435576,24.55056195988736,25.48169010738662
SURF4,21.0853333014809,20.92881618221432,20.841837689798613,20.466639631035072,20.877207700130192,20.927284190355586,20.247117893030225,20.617871610354623,20.843983205074252,21.25742253223273
SURF6,22.23376358796139,19.756716034212005,20.84332686291931,20.66333189344202,21.59350960588552,20.890108125678815,20.71782857316724,20.192659967079813,21.698809365881097,21.670887836616153
AARS1,21.68550069809446,21.69051490674878,21.807456811943055,21.815833773519362,21.84399400528047,21.611608998012866,21.690297530300434,21.581845222571385,21.82509379175488,21.61357426879616
CARS1,20.27369838615019,19.94007574920217,19.44060935219794,19.955407353220025,20.03715655900097,19.95900033786206,19.99112519850436,20.078048442090502,20.19461127577874,19.50343860837863
DARS1,22.862337661278914,22.54856966613028,22.743406037189565,23.03620865212871,22.744942998331656,22.898068860692614,23.021324393524175,22.978813452045472,22.556229395146794,22.776169547628868
DARS2,21.82197188327395,22.130802247036915,21.423638734107445,21.576440397376626,21.3560736349502,20.20960629850457,21.11428622152682,22.532389318947317,21.220881286019797,20.41192413552301
EPRS1,20.290389561684194,19.903895480086533,20.547056003584228,19.966883214900804,20.752239300728736,20.436058010900148,19.99968490449885,20.505996783435286,20.186927052536163,20.505529833468188
FARSA,20.337034695234447,20.25777095726242,20.021987618553936,19.794827361638465,20.56198552285397,19.899359586355743,19.982194423391665,20.13641897126147,20.10356392022814,19.757504748798993
FARSB,22.432944295232264,22.026288516657182,22.15426517442883,22.24351173189317,22.059308486952233,22.634967441766037,22.126630735079715,22.034288055558896,22.237743663963563,21.950352320051838
HARS2,21.72442681196545,21.33520454935615,21.519673616399793,22.154729201359764,21.880307080239582,20.92518464057393,22.154716084833858,22.16639264872049,21.678180631474337,21.68962092609034
IARS1,22.071640578017213,21.785133395902854,21.95979771281697,22.6364944379851,22.241809584023983,22.83324808023045,22.64015494706479,22.14931499096371,22.274743784663706,22.073182337164287
IARS2,19.811899624166614,20.37878116382636,20.25820287154214,19.7813313957695,20.222093342067065,20.288855316310872,19.916390162202347,19.935238571791018,19.911634845874538,20.34051617478069
KARS1,21.808256588802458,22.1979625229554,21.74074983061749,21.78278523195072,21.83407882336046,21.716752937533812,21.785775519097164,21.867485482233505,21.79153372167766,21.81623704275637
LARS1,20.653145350031373,20.62993727825275,20.348225692217078,20.73722040690992,20.70985800700717,20.7246025476584,20.43131101284778,20.440906391164532,20.377456752075364,20.370679093361634
MARS1,20.935216914803522,20.713552263395837,20.83693929344848,20.602969201947477,20.990435263630108,21.249719960036543,20.435582314998516,20.57446473971094,20.620046423085157,20.428089103359873
NARS1,23.333925001516224,23.16365608706949,23.34485782556265,23.58560463641171,23.429810724329926,23.557682016290684,23.68983139519733,23.481672742249515,23.7820012107859,23.6740857235214
SYNE2,18.130716650235428,17.572056749058238,18.508766831184875,17.1774735904803,18.359530714127093,17.123325258753383,17.145043366369563,16.866095962118393,17.66000351038131,18.543827857390085
QARS1,22.423053727381724,22.50721307653423,22.020516905286144,22.080403571576145,22.13953338011256,22.41950498745414,22.30117278403534,22.367661130376717,22.070258567465327,22.541419075252804
RARS1,23.13105427954754,22.97627332345038,23.16582120581313,23.118544125783227,23.03018568374152,22.874216844318248,23.12584352710907,22.90534324940817,22.98992524220057,22.838416786707256
SARS1,20.118671623910338,19.805285631562988,20.135025476907284,20.740242501260663,19.533486900835253,20.5279166851019,20.87580959006313,20.166466394222986,20.15821236041031,19.701134589576192
TARS1,21.132693504737958,21.172993389942675,21.263327234041363,20.827231580541735,21.539584328624176,20.518297006950757,20.60934888850047,20.79985565324862,21.370493842270548,21.191376268223337
VARS1,20.438692163328163,21.21511303771477,21.22416890291548,19.57360052568059,21.52612099825673,20.13892618807072,19.328592692789343,20.117086051717365,20.422271725818433,20.857913285420906
YARS1,21.116800474192708,21.17846270182069,21.956503244789506,21.305205182850543,21.845079933745712,21.22179891281401,21.770315535138742,21.546673168698053,21.71656323926426,21.672457333499725
YARS2,18.241610075086378,18.10298831058075,17.859333929847615,17.678211340957372,18.37619925876161,18.11713124125223,17.833913360261285,17.750476736163716,18.193753175475706,18.505328783008956
TACSTD2,22.55266476716723,22.492739731801954,22.68490892237846,22.745287231186133,22.620691131546742,23.10389852928415,21.77424805736304,21.175223019731177,21.258542389311213,21.589557099029996
TACO1,22.480921597305695,21.979823028886162,22.304250663086975,21.474960537477326,22.662659531537468,22.94756116769293,20.550343679079155,21.818051944309726,21.67902586761051,21.21826243865233
TARDBP,22.27734574749367,22.038987477624964,22.041728803260188,21.79942011132554,22.26408878432811,21.511241413348134,21.387134328315753,21.482204467595864,22.012899393928635,21.617308006808315
TAGLN2,25.71511213225559,26.230462464616394,26.776495268784252,25.419398005277714,26.36042605671863,25.477886962489176,25.055902427026084,25.18150239068966,26.347610176340382,25.79117244940153
TAGLN3,25.711495930294845,25.533977459720354,25.37022657423279,25.27826053245278,25.51785541177487,24.854579714795502,25.447363826649198,25.989061690876344,25.902758954682994,25.263555866790455
TALDO1,26.029915087356827,26.48865341003307,26.693440435276294,25.54396838419487,26.16872833964689,25.362258040996245,25.22924610193656,25.44019214821067,26.038939913528758,26.18791106495741
TNKS1BP1,20.801816824841257,19.933077256573227,20.738479167071628,20.303163750945927,21.048461595255485,20.25632353027358,20.356274413495306,20.75523227740924,20.36528964017209,20.53274794407556
TUBA1A,28.06027737325656,27.895958328116635,28.11017169355986,27.786193494168444,28.45904191491779,27.869935140767325,27.58191224507897,27.523062007729237,27.810911511393954,27.869381819739797
TUBA1B,28.04123250775339,27.872732255695954,28.100427034101195,27.800558216738104,28.358627443624847,27.834243064625593,27.53405488517065,27.573458255962407,27.787669765288037,27.869381819739797
TUBA1C,28.0545725937045,27.977605556563063,28.095635175079003,27.797113435360323,28.340383090458914,27.90562721690906,27.629769604987292,27.573458255962407,27.810911511393954,27.869381819739797
TUBA3C,25.681778190680802,25.533347842903908,25.865449433018142,25.4124956758934,26.059899896040726,25.688759445948836,25.26674764136678,25.190413644327933,25.516287270909253,25.51096470402353
TUBA3E,25.65732916512397,25.518211486366464,25.86132684453063,25.373257921135526,26.042312435644984,25.69118006130512,25.26674764136678,25.190413644327933,25.401615747647224,25.315311178027017
TUBA4A,25.69144423732377,25.5032638722665,25.94648818647501,25.315727306427355,26.01019026947018,25.347857201392404,25.157709382814133,25.028971062783803,25.584062091914593,25.3575597885229
TUBA4B,27.248805119698876,26.412858587165875,26.967588944838,26.986002110136173,27.047667434706206,27.436470158490916,26.81309266995496,26.13598041483522,26.945594804212888,26.905226404164335
TUBA8,25.666130407281926,25.495895121549555,25.67211081629071,25.417021509389933,25.998450831060957,25.69118006130512,25.24355971794263,24.951160678746824,25.492410174056968,25.51096470402353
TUBAL3,27.042061469901135,26.507069616527545,26.68903626897874,26.79923938382892,26.85923135707708,27.021463240807503,26.453617357754162,26.329163409319136,26.791843811945785,26.980968255842914
TUBB1,28.929923048938683,29.030717468697596,28.250119911930586,28.933751298896226,28.417391861278276,28.830316304376698,28.839174249245996,28.968384853207287,28.601268308308036,28.67880694283
TUBB2A,25.530345798124962,25.530334964408645,25.901595705435447,24.760018513612795,26.02013100993721,25.496219917745016,24.255091349581864,25.99263368557734,25.44538582406912,24.494705915721383
TUBB3,25.550001219695083,25.815792293320477,25.675839047269786,25.271567158269196,25.826742413776227,26.038872737147965,25.32325637576963,25.255503596065715,25.279674336400515,25.393062425764207
TUBB4A,25.621248520630218,25.62045335695506,25.452725281840948,25.319728744564742,25.644032007537945,26.046152476058655,25.14691500802296,25.216859655924466,25.238807701962315,25.040257472405308
TUBB4B,25.541752235589737,25.62045335695506,25.452725281840948,25.319728744564742,25.644032007537945,25.881406716900855,25.14691500802296,25.216859655924466,25.238807701962315,25.319785989965403
TUBB,28.617491960043424,28.766184587742828,28.815715755631107,28.403726591600147,28.72642030376986,28.719564561424725,28.443019808050323,28.536050977525164,28.490466340992334,28.424655430205227
TUBB6,19.946606143061437,20.054503182604364,20.17830537144374,20.164612864266438,19.328330215574084,20.284076084354183,19.47049708514964,20.153271463276205,19.860666574938968,19.097826694351383
TUBB8,28.645400620698226,28.88062654176118,28.699921453099766,28.723994261371566,28.72642030376986,28.781649275712212,28.765557168665808,28.85512894333186,28.601268308308036,28.879530509062494
TBCA,25.129154400216272,25.41955618030088,25.22501859396794,25.84798819691368,25.482449435427434,25.35433329101455,26.002073478536065,25.368676732724136,25.591982545924765,25.530288373113486
TBCB,21.062590850501863,21.19801242863926,21.661299478533138,21.26189242472742,21.30975587373066,21.244934960762922,21.52374952043388,21.381171155560057,21.91453605430778,21.24484730677156
TBCE,17.475367118365938,18.197171280952247,17.544001055455993,17.226770279700663,18.23611210731278,17.210001258644244,16.990551662749432,16.84740600805688,16.6006807342534,17.46530385365289
TBL1XR1,20.44299372138137,20.759171687413733,20.627905040315838,19.937986345548264,20.65341670328538,20.37040443599451,20.03560233397709,20.091780404374184,20.867340955854978,20.064226414456684
TBL1X,20.074868465969278,20.759171687413733,20.794633394381982,19.543775899089507,20.809571370276025,20.71734884280945,19.97057412137027,19.821413869330772,20.867340955854978,19.95332579676981
TBL1Y,20.44299372138137,20.303178851211932,20.626096758286348,19.864913110070013,20.65341670328538,20.37040443599451,19.97057412137027,20.091780404374184,20.867340955854978,19.842425179082937
TCOF1,22.4281821735406,22.502495518871747,22.425193879887246,22.166643232134483,22.014934098200925,20.743125212694487,22.328839376068267,22.29322299104125,22.18057902657068,22.120071764287488
TCP1,23.851034327733977,23.984849648167657,23.789912845853927,24.386375436474932,23.729873846615938,23.7309735772133,24.464504964007297,23.637630680987677,23.94517023283815,24.332596022221935
CCT2,24.86994643720203,24.802255770042176,24.89433176857179,24.896466877414408,24.788684321823794,25.00892163324913,24.778859027039765,24.764713646140446,24.774324664555653,24.766910457885484
CCT4,22.528564192641383,21.95294157586271,22.08053592637695,22.413578552670558,22.73485930259085,22.433822241444176,22.15136779931396,22.258020544894123,22.42246191853627,22.042025386725843
